Name,Level,Type,Stats,Move Pool
magikarp,50,['water'],"{'hp': 20, 'attack': 10, 'defense': 55, 'special-attack': 15, 'special-defense': 20, 'speed': 80}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
gyarados,50,"['water', 'flying']","{'hp': 95, 'attack': 125, 'defense': 79, 'special-attack': 60, 'special-defense': 100, 'speed': 81}","{'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hydro-pump': {'accuracy': 80, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'dragon-rage': {'accuracy': 100, 'power': None, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'dragon'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
lapras,50,"['water', 'ice']","{'hp': 130, 'attack': 85, 'defense': 80, 'special-attack': 85, 'special-defense': 95, 'speed': 60}","{'horn-drill': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hydro-pump': {'accuracy': 80, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'dragon-rage': {'accuracy': 100, 'power': None, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'dragon'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}}"
ditto,50,['normal'],"{'hp': 48, 'attack': 48, 'defense': 48, 'special-attack': 48, 'special-defense': 48, 'speed': 48}",{}
eevee,50,['normal'],"{'hp': 55, 'attack': 55, 'defense': 50, 'special-attack': 45, 'special-defense': 65, 'speed': 55}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
vaporeon,50,['water'],"{'hp': 130, 'attack': 65, 'defense': 60, 'special-attack': 110, 'special-defense': 95, 'speed': 65}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
jolteon,50,['electric'],"{'hp': 65, 'attack': 65, 'defense': 60, 'special-attack': 110, 'special-defense': 95, 'speed': 130}","{'double-kick': {'accuracy': 100, 'power': 30, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'pin-missile': {'accuracy': 95, 'power': 25, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'thunder-shock': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
flareon,50,['fire'],"{'hp': 65, 'attack': 130, 'defense': 60, 'special-attack': 95, 'special-defense': 110, 'speed': 65}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'ember': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'fire-spin': {'accuracy': 85, 'power': 35, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
porygon,50,['normal'],"{'hp': 65, 'attack': 60, 'defense': 70, 'special-attack': 85, 'special-defense': 75, 'speed': 40}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'psybeam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
omanyte,50,"['rock', 'water']","{'hp': 35, 'attack': 40, 'defense': 100, 'special-attack': 90, 'special-defense': 55, 'speed': 35}","{'horn-attack': {'accuracy': 100, 'power': 65, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'spike-cannon': {'accuracy': 100, 'power': 20, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
omastar,50,"['rock', 'water']","{'hp': 70, 'attack': 60, 'defense': 125, 'special-attack': 115, 'special-defense': 70, 'speed': 55}","{'horn-attack': {'accuracy': 100, 'power': 65, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'horn-drill': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hydro-pump': {'accuracy': 80, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'spike-cannon': {'accuracy': 100, 'power': 20, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
kabuto,50,"['rock', 'water']","{'hp': 30, 'attack': 80, 'defense': 90, 'special-attack': 55, 'special-defense': 45, 'speed': 55}","{'scratch': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hydro-pump': {'accuracy': 80, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'absorb': {'accuracy': 100, 'power': 20, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'slash': {'accuracy': 100, 'power': 70, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
kabutops,50,"['rock', 'water']","{'hp': 60, 'attack': 115, 'defense': 105, 'special-attack': 65, 'special-defense': 70, 'speed': 80}","{'scratch': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'absorb': {'accuracy': 100, 'power': 20, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'slash': {'accuracy': 100, 'power': 70, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
aerodactyl,50,"['rock', 'flying']","{'hp': 80, 'attack': 105, 'defense': 65, 'special-attack': 60, 'special-defense': 75, 'speed': 130}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'wing-attack': {'accuracy': 100, 'power': 60, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'fly': {'accuracy': 95, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'dragon-rage': {'accuracy': 100, 'power': None, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'dragon'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'sky-attack': {'accuracy': 90, 'power': 140, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}}"
